"id","age","sex","race","hispanic","region","educ","paeduc","maeduc","relig","happy","income","polviews","partyid","grass","commute","wrkstat","wrkslf","wrkgovt","marital","confinan","conclerg","coneduc","conpress","conjudge","consci","conlegis","conarmy","joblose","jobfind","satjob"
2509,"27","FEMALE","WHITE","NOT HISPANIC","MOUNTAIN","13","16","17","NONE","NOT TOO HAPPY","LT $1000","SLGHTLY CONSERVATIVE","INDEPENDENT","LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","SEPARATED","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY","HARDLY ANY","ONLY SOME","HARDLY ANY","A GREAT DEAL",NA,NA,"MOD. SATISFIED"
2510,"55","FEMALE","WHITE","NOT HISPANIC","MOUNTAIN","11","12","12","PROTESTANT","NOT TOO HAPPY","$20000 - 24999","SLGHTLY CONSERVATIVE","IND,NEAR DEM",NA,NA,"OTHER","SOMEONE ELSE","PRIVATE","MARRIED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2511,"57","FEMALE","WHITE","NOT HISPANIC","MOUNTAIN","12","12","12","PROTESTANT","PRETTY HAPPY","$20000 - 24999","LIBERAL","IND,NEAR DEM","LEGAL",NA,"KEEPING HOUSE","SOMEONE ELSE","PRIVATE","MARRIED","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME",NA,NA,"VERY SATISFIED"
2512,"44","FEMALE","WHITE","NOT HISPANIC","MOUNTAIN","13","9","14","CATHOLIC","VERY HAPPY","$25000 OR MORE","LIBERAL","STRONG DEMOCRAT","LEGAL",NA,"WORKING PARTTIME","SOMEONE ELSE","PRIVATE","MARRIED","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME",NA,NA,NA
2513,"27","FEMALE","WHITE","NOT HISPANIC","MOUNTAIN","14","11",NA,"NONE","PRETTY HAPPY","$25000 OR MORE","LIBERAL","NOT STR DEMOCRAT",NA,NA,"WORKING FULLTIME","SOMEONE ELSE","GOVERNMENT","NEVER MARRIED",NA,NA,NA,NA,NA,NA,NA,NA,"NOT LIKELY","SOMEWHAT EASY","MOD. SATISFIED"
2514,"35","MALE","WHITE","NOT HISPANIC","MOUNTAIN","14","14","12","PROTESTANT","PRETTY HAPPY","$25000 OR MORE","MODERATE","STRONG REPUBLICAN","NOT LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","GOVERNMENT","DIVORCED","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL",NA,NA,"VERY SATISFIED"
2515,"27","MALE","WHITE","NOT HISPANIC","MOUNTAIN","14","16","16","PROTESTANT","PRETTY HAPPY","$25000 OR MORE","CONSERVATIVE","STRONG REPUBLICAN","LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","MARRIED","HARDLY ANY","HARDLY ANY","ONLY SOME","ONLY SOME","HARDLY ANY","A GREAT DEAL","HARDLY ANY","ONLY SOME","NOT TOO LIKELY","NOT EASY","A LITTLE DISSAT"
2516,"27","FEMALE","WHITE","NOT HISPANIC","MOUNTAIN","8","8","8","PROTESTANT","NOT TOO HAPPY","$25000 OR MORE","EXTRMLY CONSERVATIVE","IND,NEAR REP",NA,NA,"KEEPING HOUSE",NA,NA,"NEVER MARRIED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2517,"48","MALE","WHITE","NOT HISPANIC","MOUNTAIN","14","16","16","NONE","NOT TOO HAPPY","$25000 OR MORE","SLGHTLY CONSERVATIVE","IND,NEAR REP","LEGAL",NA,"UNEMPL, LAID OFF","SOMEONE ELSE","PRIVATE","DIVORCED","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY","A GREAT DEAL","A GREAT DEAL","HARDLY ANY","A GREAT DEAL",NA,NA,"A LITTLE DISSAT"
2518,"30","MALE","WHITE","NOT HISPANIC","MOUNTAIN","12","12","15","NONE","PRETTY HAPPY","$25000 OR MORE","MODERATE","NOT STR REPUBLICAN","LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","SEPARATED","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","NOT LIKELY","SOMEWHAT EASY","VERY SATISFIED"
2519,"34","FEMALE","WHITE","NOT HISPANIC","MOUNTAIN","17","11","10","NONE","NOT TOO HAPPY","$25000 OR MORE","MODERATE","IND,NEAR REP","LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","GOVERNMENT","SEPARATED","HARDLY ANY","ONLY SOME","A GREAT DEAL","ONLY SOME","ONLY SOME","A GREAT DEAL","HARDLY ANY","ONLY SOME",NA,NA,"VERY SATISFIED"
2520,"36","FEMALE","WHITE","NOT HISPANIC","MOUNTAIN","14","13","9","CATHOLIC","PRETTY HAPPY","$25000 OR MORE","SLGHTLY CONSERVATIVE","NOT STR DEMOCRAT",NA,NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","MARRIED",NA,NA,NA,NA,NA,NA,NA,NA,"NOT TOO LIKELY","VERY EASY","MOD. SATISFIED"
2521,"29","FEMALE","WHITE","PUERTO RICAN","MOUNTAIN","12","12","12","PROTESTANT","PRETTY HAPPY","$25000 OR MORE",NA,"INDEPENDENT","LEGAL",NA,"KEEPING HOUSE","SOMEONE ELSE","PRIVATE","MARRIED","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY","HARDLY ANY",NA,NA,"VERY SATISFIED"
2522,"25","FEMALE","WHITE","NOT HISPANIC","MOUNTAIN","12","19","14","NONE","VERY HAPPY","$25000 OR MORE","MODERATE","INDEPENDENT","NOT LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","GOVERNMENT","MARRIED","A GREAT DEAL","A GREAT DEAL","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME","A GREAT DEAL","NOT LIKELY","SOMEWHAT EASY","VERY SATISFIED"
2523,"67","MALE","WHITE","NOT HISPANIC","MOUNTAIN","14",NA,"10","CATHOLIC","PRETTY HAPPY","$25000 OR MORE","CONSERVATIVE","IND,NEAR REP",NA,NA,"RETIRED","SOMEONE ELSE","GOVERNMENT","MARRIED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2524,"33","FEMALE","WHITE","NOT HISPANIC","MOUNTAIN","14","12","14","PROTESTANT","VERY HAPPY","$25000 OR MORE","MODERATE","NOT STR DEMOCRAT","NOT LEGAL",NA,"SCHOOL","SOMEONE ELSE","PRIVATE","MARRIED","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME","HARDLY ANY","A GREAT DEAL",NA,NA,NA
2525,"50","FEMALE","WHITE","NOT HISPANIC","MOUNTAIN","14","14","12","PROTESTANT","PRETTY HAPPY","$25000 OR MORE","MODERATE","NOT STR REPUBLICAN",NA,NA,"KEEPING HOUSE","SOMEONE ELSE","PRIVATE","MARRIED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MOD. SATISFIED"
2526,"23","FEMALE","WHITE","NOT HISPANIC","MOUNTAIN","13","16","12","PROTESTANT","PRETTY HAPPY","$25000 OR MORE","MODERATE","IND,NEAR REP","DK",NA,"WORKING FULLTIME","SOMEONE ELSE","GOVERNMENT","MARRIED","HARDLY ANY","ONLY SOME","ONLY SOME","HARDLY ANY","HARDLY ANY","A GREAT DEAL","HARDLY ANY","HARDLY ANY","NOT LIKELY","NOT EASY","MOD. SATISFIED"
2527,"35","MALE","BLACK","NOT HISPANIC","MOUNTAIN","13","12","14","PROTESTANT","PRETTY HAPPY","$25000 OR MORE","MODERATE","INDEPENDENT",NA,NA,"WORKING FULLTIME","SOMEONE ELSE","GOVERNMENT","MARRIED",NA,NA,NA,NA,NA,NA,NA,NA,"NOT LIKELY","NOT EASY",NA
2528,"28","MALE","WHITE","NOT HISPANIC","MOUNTAIN","13","11","12","PROTESTANT","PRETTY HAPPY","$25000 OR MORE","SLGHTLY CONSERVATIVE","NOT STR REPUBLICAN","LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","GOVERNMENT","MARRIED","ONLY SOME","A GREAT DEAL","A GREAT DEAL","ONLY SOME","HARDLY ANY","A GREAT DEAL","HARDLY ANY","ONLY SOME",NA,NA,"MOD. SATISFIED"
2529,"62","FEMALE","WHITE","NOT HISPANIC","MOUNTAIN","10","10","10","PROTESTANT","PRETTY HAPPY","$25000 OR MORE","MODERATE","NOT STR REPUBLICAN",NA,NA,"RETIRED","SOMEONE ELSE","PRIVATE","MARRIED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2530,"25","FEMALE","WHITE","SPANISH","MOUNTAIN","12","10","12","OTHER","PRETTY HAPPY","$20000 - 24999","MODERATE","IND,NEAR DEM","LEGAL",NA,"KEEPING HOUSE","SOMEONE ELSE","GOVERNMENT","NEVER MARRIED","ONLY SOME","HARDLY ANY","HARDLY ANY","HARDLY ANY","HARDLY ANY","ONLY SOME","HARDLY ANY","ONLY SOME",NA,NA,"VERY SATISFIED"
2531,"30","FEMALE","WHITE","NOT HISPANIC","MOUNTAIN","14","12","14","PROTESTANT","PRETTY HAPPY","$25000 OR MORE","DK","NOT STR REPUBLICAN","LEGAL",NA,"KEEPING HOUSE","SOMEONE ELSE","PRIVATE","MARRIED","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY","DK","ONLY SOME","ONLY SOME",NA,NA,"VERY SATISFIED"
2532,"54","MALE","WHITE","NOT HISPANIC","MOUNTAIN","17",NA,"10","CATHOLIC","VERY HAPPY","$25000 OR MORE","MODERATE","INDEPENDENT",NA,NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","SEPARATED",NA,NA,NA,NA,NA,NA,NA,NA,"NOT LIKELY","VERY EASY",NA
2533,"77","MALE","OTHER","SPANISH","MOUNTAIN","2","0","0","CATHOLIC","VERY HAPPY","$25000 OR MORE","EXTRMLY CONSERVATIVE","IND,NEAR REP",NA,NA,"RETIRED","SOMEONE ELSE","GOVERNMENT","MARRIED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2534,"47","FEMALE","WHITE","NOT HISPANIC","MOUNTAIN","12","DK","10","PROTESTANT","VERY HAPPY","$25000 OR MORE","LIBERAL","NOT STR DEMOCRAT","LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","DIVORCED","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY","A GREAT DEAL","ONLY SOME","ONLY SOME","A GREAT DEAL",NA,NA,"VERY SATISFIED"
2535,"54","FEMALE","WHITE","NOT HISPANIC","MOUNTAIN","15","8","12","PROTESTANT","VERY HAPPY","$25000 OR MORE","SLGHTLY CONSERVATIVE","STRONG REPUBLICAN",NA,NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","DIVORCED",NA,NA,NA,NA,NA,NA,NA,NA,"NOT TOO LIKELY","SOMEWHAT EASY",NA
2536,"55","FEMALE","WHITE","NOT HISPANIC","MOUNTAIN","12","10","12","PROTESTANT","PRETTY HAPPY","$25000 OR MORE","SLGHTLY CONSERVATIVE","IND,NEAR REP","NOT LEGAL",NA,"WORKING FULLTIME","SELF-EMPLOYED","PRIVATE","MARRIED","HARDLY ANY","A GREAT DEAL","ONLY SOME","HARDLY ANY","HARDLY ANY","ONLY SOME","HARDLY ANY","ONLY SOME","NOT LIKELY","SOMEWHAT EASY","MOD. SATISFIED"
2537,"58","MALE","WHITE","NOT HISPANIC","MOUNTAIN","8","DK","12","CATHOLIC","PRETTY HAPPY","$25000 OR MORE",NA,"STRONG REPUBLICAN","LEGAL",NA,"WORKING FULLTIME","SELF-EMPLOYED","PRIVATE","MARRIED","HARDLY ANY","HARDLY ANY","HARDLY ANY","HARDLY ANY","ONLY SOME","A GREAT DEAL","HARDLY ANY","A GREAT DEAL",NA,NA,"VERY SATISFIED"
2538,"66","FEMALE","WHITE","NOT HISPANIC","MOUNTAIN","13","12","12","PROTESTANT","VERY HAPPY","REFUSED","SLGHTLY CONSERVATIVE","NOT STR REPUBLICAN","DK",NA,"WORKING FULLTIME","SOMEONE ELSE","GOVERNMENT","MARRIED","ONLY SOME","A GREAT DEAL","A GREAT DEAL","HARDLY ANY","ONLY SOME","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","NOT LIKELY","NOT EASY","VERY SATISFIED"
2539,"60","FEMALE","WHITE","NOT HISPANIC","MOUNTAIN","14","12","14","PROTESTANT","PRETTY HAPPY","$25000 OR MORE","SLIGHTLY LIBERAL","IND,NEAR DEM","LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","MARRIED","ONLY SOME","HARDLY ANY","HARDLY ANY","HARDLY ANY","A GREAT DEAL","A GREAT DEAL","HARDLY ANY","ONLY SOME",NA,NA,"VERY SATISFIED"
2540,"27","FEMALE","WHITE","NOT HISPANIC","MOUNTAIN","17","14","16","PROTESTANT","VERY HAPPY","$25000 OR MORE","CONSERVATIVE","STRONG REPUBLICAN","NOT LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","MARRIED","A GREAT DEAL","A GREAT DEAL","ONLY SOME","HARDLY ANY","ONLY SOME","A GREAT DEAL","ONLY SOME","A GREAT DEAL",NA,NA,"MOD. SATISFIED"
2541,"81","MALE","WHITE","NOT HISPANIC","W. SOU. CENTRAL","12","12","16","PROTESTANT","PRETTY HAPPY","$20000 - 24999","MODERATE","NOT STR REPUBLICAN",NA,NA,"RETIRED","SOMEONE ELSE","PRIVATE","MARRIED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2542,"33","MALE","WHITE","NOT HISPANIC","W. SOU. CENTRAL","12","12","12","NONE","PRETTY HAPPY","$25000 OR MORE","SLGHTLY CONSERVATIVE","NOT STR REPUBLICAN","LEGAL",NA,"TEMP NOT WORKING","SOMEONE ELSE","PRIVATE","MARRIED","HARDLY ANY","HARDLY ANY","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME",NA,NA,"MOD. SATISFIED"
2543,"34","FEMALE","OTHER","NOT HISPANIC","W. SOU. CENTRAL","17","12","12","PROTESTANT","PRETTY HAPPY","DK","CONSERVATIVE","NOT STR DEMOCRAT","NOT LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","GOVERNMENT","MARRIED","A GREAT DEAL","A GREAT DEAL","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","A GREAT DEAL","FAIRLY LIKELY","SOMEWHAT EASY","VERY SATISFIED"
2544,"89 OR OLDER","FEMALE","WHITE","NOT HISPANIC","W. SOU. CENTRAL","11","12","8","PROTESTANT","VERY HAPPY","$25000 OR MORE","MODERATE","NOT STR DEMOCRAT",NA,NA,"RETIRED","SOMEONE ELSE","PRIVATE","WIDOWED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2545,"58","MALE","WHITE","NOT HISPANIC","W. SOU. CENTRAL","15","8","8","PROTESTANT","PRETTY HAPPY","$25000 OR MORE","MODERATE","NOT STR REPUBLICAN","DK",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","MARRIED","A GREAT DEAL","A GREAT DEAL","ONLY SOME","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME","A GREAT DEAL","NOT TOO LIKELY","NOT EASY","MOD. SATISFIED"
2546,"22","MALE","WHITE","NOT HISPANIC","W. SOU. CENTRAL","15","14","12","NONE","PRETTY HAPPY","REFUSED","MODERATE","INDEPENDENT","LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","NEVER MARRIED","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME","A GREAT DEAL","A GREAT DEAL","HARDLY ANY","ONLY SOME","NOT LIKELY","SOMEWHAT EASY","MOD. SATISFIED"
2547,"40","MALE","WHITE","NOT HISPANIC","W. SOU. CENTRAL","10",NA,"10","BUDDHISM","PRETTY HAPPY","$25000 OR MORE","MODERATE","IND,NEAR REP","LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","MARRIED","A GREAT DEAL","HARDLY ANY","HARDLY ANY","ONLY SOME","HARDLY ANY","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","NOT LIKELY","NOT EASY","MOD. SATISFIED"
2548,"57","FEMALE","WHITE","NOT HISPANIC","W. SOU. CENTRAL","14","16",NA,"PROTESTANT","PRETTY HAPPY","$25000 OR MORE","CONSERVATIVE","NOT STR REPUBLICAN",NA,NA,"OTHER","SOMEONE ELSE","PRIVATE","DIVORCED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2549,"29","MALE","OTHER","NOT HISPANIC","W. SOU. CENTRAL","11","8","8","PROTESTANT","VERY HAPPY","$15000 - 19999","SLGHTLY CONSERVATIVE","IND,NEAR DEM","LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","MARRIED","ONLY SOME","ONLY SOME","HARDLY ANY","HARDLY ANY","HARDLY ANY","ONLY SOME","HARDLY ANY","ONLY SOME","NOT LIKELY","NOT EASY","MOD. SATISFIED"
2550,"86","FEMALE","WHITE","NOT HISPANIC","W. SOU. CENTRAL","11","8","8","PROTESTANT","PRETTY HAPPY","$10000 - 14999","SLGHTLY CONSERVATIVE","STRONG REPUBLICAN",NA,NA,"RETIRED","SELF-EMPLOYED","PRIVATE","WIDOWED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2551,"50","MALE","WHITE","NOT HISPANIC","W. SOU. CENTRAL","15","16","16","NONE","NOT TOO HAPPY","LT $1000","DK","INDEPENDENT","DK",NA,"RETIRED","SOMEONE ELSE","PRIVATE","DIVORCED","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY","ONLY SOME","A GREAT DEAL","HARDLY ANY","A GREAT DEAL",NA,NA,NA
2552,"58","MALE","WHITE","NOT HISPANIC","W. SOU. CENTRAL","12","16","12","PROTESTANT","PRETTY HAPPY","REFUSED","MODERATE","STRONG REPUBLICAN",NA,NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","NEVER MARRIED",NA,NA,NA,NA,NA,NA,NA,NA,"NOT TOO LIKELY","NOT EASY","MOD. SATISFIED"
2553,"70","FEMALE","WHITE","NOT HISPANIC","W. SOU. CENTRAL","12","12","8","PROTESTANT","PRETTY HAPPY","$25000 OR MORE","MODERATE","NOT STR DEMOCRAT","NOT LEGAL",NA,"RETIRED","SOMEONE ELSE","PRIVATE","MARRIED","ONLY SOME","A GREAT DEAL","HARDLY ANY","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME","A GREAT DEAL",NA,NA,NA
2554,"53","FEMALE","WHITE","NOT HISPANIC","W. SOU. CENTRAL","20","12","18","PROTESTANT","VERY HAPPY","$25000 OR MORE","SLIGHTLY LIBERAL","NOT STR DEMOCRAT","NOT LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","GOVERNMENT","MARRIED","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME",NA,NA,"VERY SATISFIED"
2555,NA,"FEMALE","WHITE","NOT HISPANIC","W. SOU. CENTRAL","16","16","14","PROTESTANT","PRETTY HAPPY","$25000 OR MORE","SLGHTLY CONSERVATIVE","STRONG REPUBLICAN","NOT LEGAL",NA,"KEEPING HOUSE","SOMEONE ELSE","PRIVATE","MARRIED","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",NA,NA,"VERY SATISFIED"
2556,"47","MALE","WHITE","MEXICAN, MEXICAN AMERICAN, CHICANO/A","W. SOU. CENTRAL","16","16","11","CATHOLIC","VERY HAPPY","$25000 OR MORE","SLGHTLY CONSERVATIVE","NOT STR REPUBLICAN",NA,NA,"WORKING FULLTIME","SELF-EMPLOYED","PRIVATE","MARRIED",NA,NA,NA,NA,NA,NA,NA,NA,"NOT TOO LIKELY","NOT EASY","MOD. SATISFIED"
2557,"19","FEMALE","WHITE","NOT HISPANIC","W. SOU. CENTRAL","12","10","16","NONE","PRETTY HAPPY","$25000 OR MORE","MODERATE","IND,NEAR DEM","LEGAL",NA,"WORKING PARTTIME","SOMEONE ELSE","PRIVATE","NEVER MARRIED","A GREAT DEAL","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME","NOT LIKELY","NOT EASY","MOD. SATISFIED"
2558,"55","MALE","WHITE","NOT HISPANIC","W. SOU. CENTRAL","14","14","16","PROTESTANT","VERY HAPPY","$25000 OR MORE","MODERATE","STRONG REPUBLICAN","NOT LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","GOVERNMENT","MARRIED","ONLY SOME","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL",NA,NA,"VERY SATISFIED"
2559,"21","MALE","BLACK","NOT HISPANIC","W. SOU. CENTRAL","15","12","14","PROTESTANT","VERY HAPPY","$25000 OR MORE","MODERATE","NOT STR DEMOCRAT",NA,NA,"SCHOOL","SOMEONE ELSE","GOVERNMENT","NEVER MARRIED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2560,"45","MALE","OTHER","NOT HISPANIC","W. SOU. CENTRAL","6",NA,"12","CATHOLIC","PRETTY HAPPY","$25000 OR MORE","MODERATE","NOT STR REPUBLICAN","NOT LEGAL",NA,"WORKING FULLTIME","SELF-EMPLOYED","PRIVATE","MARRIED","HARDLY ANY","A GREAT DEAL","A GREAT DEAL","ONLY SOME","A GREAT DEAL","HARDLY ANY","ONLY SOME","A GREAT DEAL",NA,NA,"VERY SATISFIED"
2561,"51","FEMALE","WHITE","NOT HISPANIC","W. SOU. CENTRAL","14","8","12","CATHOLIC","PRETTY HAPPY","$25000 OR MORE","MODERATE","NOT STR REPUBLICAN","NOT LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","MARRIED","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME","A GREAT DEAL","NOT TOO LIKELY","NOT EASY","MOD. SATISFIED"
2562,"57","MALE","WHITE","NOT HISPANIC","W. SOU. CENTRAL","16","18","14","CATHOLIC","VERY HAPPY","$25000 OR MORE","SLGHTLY CONSERVATIVE","STRONG REPUBLICAN","LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","MARRIED","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","NOT TOO LIKELY","NOT EASY","VERY SATISFIED"
2563,"51","MALE","WHITE","NOT HISPANIC","W. SOU. CENTRAL","14",NA,"12","PROTESTANT","VERY HAPPY","$25000 OR MORE","MODERATE","INDEPENDENT",NA,NA,"WORKING FULLTIME","SOMEONE ELSE","GOVERNMENT","MARRIED",NA,NA,NA,NA,NA,NA,NA,NA,"NOT TOO LIKELY","NOT EASY","VERY SATISFIED"
2564,"41","MALE","WHITE","NOT HISPANIC","W. SOU. CENTRAL","14","17","14","PROTESTANT","VERY HAPPY","$25000 OR MORE","SLGHTLY CONSERVATIVE","NOT STR REPUBLICAN","LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","MARRIED","HARDLY ANY","ONLY SOME","HARDLY ANY","HARDLY ANY","ONLY SOME","A GREAT DEAL","HARDLY ANY","HARDLY ANY",NA,NA,"A LITTLE DISSAT"
2565,"78","FEMALE","WHITE","NOT HISPANIC","W. SOU. CENTRAL","12","12","12","PROTESTANT","PRETTY HAPPY","REFUSED","CONSERVATIVE","IND,NEAR REP","NOT LEGAL",NA,"RETIRED","SOMEONE ELSE","PRIVATE","MARRIED","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY","A GREAT DEAL",NA,NA,NA
2566,"43","MALE","WHITE","NOT HISPANIC","W. SOU. CENTRAL","15","20","16","PROTESTANT","VERY HAPPY","REFUSED","MODERATE","IND,NEAR REP","LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","MARRIED","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME","A GREAT DEAL","ONLY SOME","ONLY SOME","A GREAT DEAL",NA,NA,"VERY SATISFIED"
2567,"38","FEMALE","WHITE","NOT HISPANIC","W. SOU. CENTRAL","12","12","12","PROTESTANT","PRETTY HAPPY","$25000 OR MORE","MODERATE","NOT STR REPUBLICAN","LEGAL",NA,"WORKING PARTTIME","SOMEONE ELSE","GOVERNMENT","DIVORCED","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","NOT LIKELY","NOT EASY","MOD. SATISFIED"
2568,"56","MALE","WHITE","NOT HISPANIC","W. SOU. CENTRAL","16","10","9","PROTESTANT","PRETTY HAPPY","$25000 OR MORE","SLIGHTLY LIBERAL","STRONG DEMOCRAT","LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","NEVER MARRIED","HARDLY ANY","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY","A GREAT DEAL","NOT TOO LIKELY","SOMEWHAT EASY","MOD. SATISFIED"
2569,"25","FEMALE","WHITE","NOT HISPANIC","W. SOU. CENTRAL","15","12","13","CATHOLIC","VERY HAPPY","$25000 OR MORE","DK","INDEPENDENT",NA,NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","NEVER MARRIED",NA,NA,NA,NA,NA,NA,NA,NA,"NOT LIKELY","SOMEWHAT EASY",NA
2570,"25","MALE","OTHER","NOT HISPANIC","W. SOU. CENTRAL","14",NA,"16","PROTESTANT","PRETTY HAPPY","$25000 OR MORE","MODERATE","INDEPENDENT","LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","NEVER MARRIED","HARDLY ANY","ONLY SOME","HARDLY ANY","HARDLY ANY","HARDLY ANY","ONLY SOME","HARDLY ANY","A GREAT DEAL",NA,NA,"VERY SATISFIED"
2571,"46","FEMALE","BLACK","NOT HISPANIC","W. SOU. CENTRAL","18","12","15","PROTESTANT","PRETTY HAPPY","$25000 OR MORE","CONSERVATIVE","STRONG DEMOCRAT","NOT LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","GOVERNMENT","MARRIED","ONLY SOME","HARDLY ANY","A GREAT DEAL","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","A GREAT DEAL",NA,NA,"MOD. SATISFIED"
2572,"56","MALE","WHITE","NOT HISPANIC","W. SOU. CENTRAL","18","16","12","PROTESTANT","NOT TOO HAPPY","$25000 OR MORE","SLGHTLY CONSERVATIVE","OTHER PARTY","DK",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","DIVORCED","HARDLY ANY","ONLY SOME","A GREAT DEAL","HARDLY ANY","ONLY SOME","A GREAT DEAL","HARDLY ANY","ONLY SOME","NOT LIKELY","SOMEWHAT EASY","VERY SATISFIED"
