year,age,degree,finrela,happy,health,marital,sex,polviews,partyid,wtssall,nhappy
2018,37,high school,average,pretty happy,fair,married,male,slghtly conservative,independent,199,2
2018,56,bachelor,average,pretty happy,NA,married,female,liberal,"ind,near dem",61,2
2018,40,high school,average,very happy,excellent,married,male,conservative,strong republican,61,1
2018,39,graduate,above average,very happy,good,married,male,liberal,strong democrat,199,1
2018,30,bachelor,below average,pretty happy,good,never married,female,moderate,independent,14,2
2018,29,graduate,far above average,very happy,good,never married,male,moderate,independent,61,1
2018,24,high school,above average,pretty happy,good,never married,female,conservative,independent,154,2
2018,59,high school,below average,pretty happy,NA,separated,female,moderate,independent,14,2
2018,44,high school,above average,very happy,NA,married,male,slghtly conservative,other party,199,1
2018,59,bachelor,above average,not too happy,fair,divorced,male,slightly liberal,strong democrat,14,3
2018,39,graduate,above average,pretty happy,good,never married,male,extremely liberal,"ind,near dem",14,2
2018,72,high school,far below average,not too happy,NA,divorced,female,moderate,"ind,near rep",14,3
2018,56,high school,below average,pretty happy,good,divorced,female,moderate,not str republican,14,2
2018,36,high school,average,pretty happy,NA,divorced,female,moderate,not str democrat,61,2
2018,82,high school,below average,very happy,NA,married,male,liberal,strong democrat,61,1
2018,35,high school,far below average,pretty happy,good,never married,female,moderate,independent,14,2
2018,37,junior college,average,pretty happy,NA,married,male,moderate,"ind,near rep",61,2
2018,62,high school,average,not too happy,good,married,male,moderate,independent,61,3
2018,33,graduate,above average,pretty happy,good,married,female,slghtly conservative,not str republican,61,2
2018,25,high school,average,pretty happy,NA,never married,male,conservative,strong republican,14,2
2018,40,junior college,average,very happy,good,married,female,moderate,independent,61,1
2018,63,junior college,below average,not too happy,fair,divorced,female,slghtly conservative,"ind,near rep",61,3
2018,50,graduate,average,pretty happy,excellent,married,female,moderate,not str democrat,61,2
2018,71,high school,average,very happy,NA,married,male,conservative,strong republican,61,1
2018,77,lt high school,average,very happy,fair,widowed,male,extremely liberal,not str republican,14,1
2018,33,high school,average,not too happy,fair,never married,male,moderate,"ind,near dem",14,3
2018,54,high school,average,very happy,NA,never married,male,conservative,strong republican,110,1
2018,41,high school,above average,very happy,NA,married,male,slghtly conservative,not str democrat,61,1
2018,51,bachelor,average,not too happy,good,married,male,conservative,not str democrat,110,3
2018,42,high school,below average,pretty happy,good,never married,female,moderate,NA,14,2
2018,73,high school,average,pretty happy,good,married,male,slghtly conservative,independent,61,2
2018,23,high school,average,pretty happy,NA,never married,male,slightly liberal,"ind,near dem",14,2
2018,57,high school,average,pretty happy,poor,never married,male,slghtly conservative,independent,14,2
2018,65,bachelor,far below average,very happy,fair,NA,male,extremely liberal,other party,14,1
2018,58,lt high school,average,pretty happy,NA,married,male,slightly liberal,independent,110,2
2018,59,high school,below average,pretty happy,good,divorced,male,slghtly conservative,"ind,near rep",110,2
2018,27,graduate,average,pretty happy,good,married,female,slghtly conservative,not str republican,61,2
2018,29,bachelor,average,pretty happy,good,never married,male,moderate,"ind,near dem",14,2
2018,32,high school,average,very happy,fair,married,female,slghtly conservative,"ind,near rep",14,1
2018,32,lt high school,average,very happy,good,never married,male,moderate,"ind,near rep",110,1
2018,27,high school,average,pretty happy,NA,never married,male,slightly liberal,not str democrat,14,2
2018,40,high school,below average,pretty happy,good,married,female,moderate,"ind,near dem",61,2
2018,30,bachelor,below average,very happy,excellent,married,female,moderate,"ind,near rep",154,1
2018,68,junior college,below average,not too happy,good,never married,female,slightly liberal,strong democrat,14,3
2018,47,bachelor,average,not too happy,NA,divorced,female,slightly liberal,independent,14,3
2018,51,lt high school,below average,pretty happy,fair,never married,male,moderate,strong democrat,14,2
2018,56,lt high school,below average,very happy,poor,married,female,NA,independent,14,1
2018,70,high school,far below average,pretty happy,NA,divorced,male,extrmly conservative,strong republican,14,2
2018,80,high school,below average,not too happy,poor,married,male,liberal,strong democrat,14,3
2018,53,lt high school,average,not too happy,fair,married,female,moderate,not str democrat,61,3
2018,79,high school,average,pretty happy,NA,divorced,male,slghtly conservative,not str republican,61,2
2018,57,high school,average,very happy,good,married,female,slightly liberal,not str democrat,61,1
2018,59,high school,below average,not too happy,poor,widowed,female,liberal,"ind,near rep",14,3
2018,61,lt high school,below average,pretty happy,good,married,female,slghtly conservative,not str republican,110,2
2018,45,high school,above average,pretty happy,NA,divorced,male,moderate,"ind,near rep",14,2
2018,66,high school,below average,pretty happy,poor,divorced,male,slightly liberal,not str democrat,14,2
2018,55,high school,average,pretty happy,good,divorced,female,slightly liberal,not str democrat,14,2
2018,60,high school,below average,very happy,good,married,female,conservative,strong republican,61,1
2018,79,high school,average,pretty happy,good,widowed,female,conservative,not str republican,14,2
2018,55,high school,above average,very happy,fair,married,male,moderate,not str democrat,61,1
2018,48,high school,below average,pretty happy,NA,married,female,slghtly conservative,independent,110,2
2018,56,junior college,average,pretty happy,excellent,divorced,female,slghtly conservative,strong democrat,14,2
2018,66,high school,average,pretty happy,good,married,male,conservative,strong democrat,61,2
2018,30,graduate,average,very happy,good,married,female,moderate,not str republican,61,1
2018,21,high school,below average,very happy,good,never married,female,moderate,independent,61,1
2018,29,high school,below average,pretty happy,good,divorced,male,extrmly conservative,strong republican,61,2
2018,81,high school,average,pretty happy,NA,married,female,moderate,not str republican,61,2
2018,57,high school,below average,pretty happy,fair,divorced,female,moderate,"ind,near dem",14,2
2018,37,high school,below average,very happy,NA,divorced,male,conservative,not str republican,61,1
2018,77,lt high school,far below average,very happy,fair,married,male,slightly liberal,strong democrat,61,1
2018,67,lt high school,average,NA,excellent,separated,male,NA,strong democrat,14,NA
2018,34,lt high school,far below average,very happy,NA,married,female,extremely liberal,independent,199,1
2018,24,bachelor,average,not too happy,fair,never married,female,slightly liberal,"ind,near dem",110,3
2018,21,high school,average,very happy,good,never married,female,moderate,independent,61,1
2018,30,lt high school,average,not too happy,fair,never married,male,extremely liberal,"ind,near dem",199,3
2018,28,junior college,average,very happy,fair,never married,female,slghtly conservative,not str republican,14,1
2018,22,high school,below average,pretty happy,good,never married,female,slightly liberal,strong democrat,154,2
2018,84,lt high school,below average,pretty happy,NA,married,male,slightly liberal,strong democrat,110,2
2018,65,high school,average,very happy,good,married,male,extrmly conservative,"ind,near rep",61,1
2018,74,high school,below average,pretty happy,NA,married,male,conservative,strong republican,61,2
2018,89,high school,below average,pretty happy,poor,never married,female,NA,independent,14,2
2018,46,high school,below average,not too happy,good,divorced,male,slightly liberal,strong democrat,14,3
2018,74,lt high school,below average,not too happy,NA,widowed,female,conservative,"ind,near dem",110,3
2018,34,lt high school,average,very happy,good,married,female,moderate,independent,61,1
2018,34,junior college,average,pretty happy,fair,married,female,liberal,strong democrat,61,2
2018,64,lt high school,below average,not too happy,fair,widowed,female,liberal,not str democrat,61,3
2018,40,junior college,above average,pretty happy,NA,married,female,conservative,not str republican,61,2
2018,56,junior college,below average,pretty happy,fair,married,male,moderate,"ind,near dem",61,2
2018,26,high school,below average,not too happy,fair,never married,female,moderate,not str republican,61,3
2018,64,high school,average,very happy,NA,divorced,male,extrmly conservative,"ind,near rep",14,1
2018,68,graduate,below average,pretty happy,good,never married,female,conservative,strong republican,14,2
2018,30,high school,below average,very happy,NA,married,female,slghtly conservative,NA,199,1
2018,41,high school,below average,very happy,NA,widowed,female,conservative,independent,61,1
2018,22,high school,average,not too happy,excellent,never married,male,NA,independent,61,3
2018,66,high school,far below average,pretty happy,NA,divorced,female,slightly liberal,not str democrat,61,2
2018,35,high school,average,very happy,excellent,married,female,NA,independent,61,1
2018,43,lt high school,below average,pretty happy,fair,married,male,moderate,not str republican,61,2
